symbol,name,master_exchange,sector,industry,price_proxy,previous_close,share_volume,market_cap,one_yr_target,url,json_path,barchart_url,barchart_fetch_ok,barchart_fetch_round,barchart_fetch_error,barchart_implied_volatility,barchart_historical_volatility,barchart_iv_percentile,barchart_iv_rank,barchart_iv_high,barchart_iv_low,barchart_expected_move,barchart_missing_fields,stage1_step4_implied_volatility,stage1_step4_min_implied_volatility,stage1_step4_verdict,stage1_step4_fail_reason
ALGM,"ALLEGRO MICROSYSTEMS, INC.",NASDAQ,Technology,Semiconductors,44.7,44.7,1944065.0,8514115477.0,54.5,https://api.nasdaq.com/api/quote/ALGM/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ALGM/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ALGM/overview,TRUE,0,,71.15,58.0,96.0,89.87,74.51,41.33,,,71.15,75.0,FAIL,implied_volatility_below_75.0
ALHC,"Alignment Healthcare, Inc.",NASDAQ,Health Care,Medical Specialities,16.37,16.37,2803657.0,3380098006.0,25.0,https://api.nasdaq.com/api/quote/ALHC/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ALHC/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ALHC/overview,TRUE,0,,51.03,59.45,32.0,25.35,86.98,38.82,,,51.03,75.0,FAIL,implied_volatility_below_75.0
ALM,Almonty Industries Inc.,NASDAQ,Basic Materials,Other Metals and Minerals,18.79,18.79,2871988.0,5294622902.0,23.0,https://api.nasdaq.com/api/quote/ALM/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ALM/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ALM/overview,TRUE,0,,90.53,93.79,1.0,2.92,147.32,88.82,,,90.53,75.0,PASS,
AMKR,"AMKOR TECHNOLOGY, INC.",NASDAQ,Technology,Semiconductors,65.9,65.9,5895258.0,16297618059.0,70.0,https://api.nasdaq.com/api/quote/AMKR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/AMKR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/AMKR/overview,TRUE,0,,78.32,62.48,79.0,58.2,108.35,36.51,,,78.32,75.0,PASS,
APA,APA Corp,NASDAQ,Energy,Oil & Gas Production,38.34,38.34,3883331.0,13714644808.0,41.0,https://api.nasdaq.com/api/quote/APA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/APA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/APA/overview,TRUE,0,,50.5,53.51,71.0,55.02,63.01,35.2,,,50.5,75.0,FAIL,implied_volatility_below_75.0
APLD,Applied Digital Corp.,NASDAQ,Finance,Finance: Consumer Services,48.02,48.02,22215241.0,13108248754.0,46.0,https://api.nasdaq.com/api/quote/APLD/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/APLD/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/APLD/overview,TRUE,0,,99.47,108.68,20.0,31.87,142.73,79.23,,,99.47,75.0,PASS,
ARCC,ARES CAPITAL CORP,NASDAQ,Finance,Finance: Consumer Services,18.74,18.74,4525064.0,13348044689.0,21.0,https://api.nasdaq.com/api/quote/ARCC/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ARCC/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ARCC/overview,TRUE,0,,25.36,18.77,68.0,48.22,37.13,14.39,,,25.36,75.0,FAIL,implied_volatility_below_75.0
ARQT,"Arcutis Biotherapeutics, Inc.",NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,21.01,21.01,1163067.0,2609239182.0,35.0,https://api.nasdaq.com/api/quote/ARQT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ARQT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ARQT/overview,TRUE,0,,53.39,62.03,2.0,2.86,139.0,50.87,,,53.39,75.0,FAIL,implied_volatility_below_75.0
ASO,"Academy Sports & Outdoors, Inc.",NASDAQ,Consumer Discretionary,Other Specialty Stores,51.03,51.03,1069993.0,3387967198.0,62.5,https://api.nasdaq.com/api/quote/ASO/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ASO/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ASO/overview,TRUE,0,,53.94,34.99,80.0,58.5,67.95,34.19,,,53.94,75.0,FAIL,implied_volatility_below_75.0
ASST,"Strive, Inc.",NASDAQ,Technology,Computer Software: Prepackaged Software,18.53,18.53,7804389.0,1330834711.0,26.0,https://api.nasdaq.com/api/quote/ASST/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ASST/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ASST/overview,TRUE,0,,101.64,84.55,3.0,2.1,405.79,95.12,,,101.64,75.0,PASS,
ATAT,Atour Lifestyle Holdings Ltd,NASDAQ,Consumer Discretionary,Hotels/Resorts,35.79,35.79,2317668.0,4603701753.0,50.0,https://api.nasdaq.com/api/quote/ATAT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ATAT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ATAT/overview,TRUE,0,,41.72,41.2,14.0,31.64,66.36,30.32,,,41.72,75.0,FAIL,implied_volatility_below_75.0
BBIO,"BridgeBio Pharma, Inc.",NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,70.28,70.28,1826522.0,13527316362.0,100.5,https://api.nasdaq.com/api/quote/BBIO/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BBIO/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BBIO/overview,TRUE,0,,48.79,40.95,21.0,25.08,80.3,38.24,,,48.79,75.0,FAIL,implied_volatility_below_75.0
BEAM,Beam Therapeutics Inc.,NASDAQ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),27.67,27.67,1327563.0,2946460689.0,46.0,https://api.nasdaq.com/api/quote/BEAM/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BEAM/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BEAM/overview,TRUE,0,,77.8,74.31,39.0,36.19,122.94,52.2,,,77.8,75.0,PASS,
BGC,"BGC Group, Inc.",NASDAQ,Finance,Investment Bankers/Brokers/Service,11.13,11.13,2369800.0,5360643768.0,15.5,https://api.nasdaq.com/api/quote/BGC/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BGC/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BGC/overview,TRUE,0,,36.63,25.67,36.0,21.61,74.43,26.21,,,36.63,75.0,FAIL,implied_volatility_below_75.0
BILI,Bilibili Inc.,NASDAQ,Technology,EDP Services,17.58,17.58,4715177.0,7178425438.0,30.0,https://api.nasdaq.com/api/quote/BILI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BILI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BILI/overview,TRUE,0,,55.69,53.27,45.0,44.11,78.69,37.54,,,55.69,75.0,FAIL,implied_volatility_below_75.0
BKR,Baker Hughes Co,NASDAQ,Consumer Discretionary,Oil and Gas Field Machinery,65.8,65.8,8384060.0,65536058124.0,74.0,https://api.nasdaq.com/api/quote/BKR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BKR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BKR/overview,TRUE,0,,37.66,34.42,82.0,61.82,45.59,24.84,,,37.66,75.0,FAIL,implied_volatility_below_75.0
BMRN,BIOMARIN PHARMACEUTICAL INC,NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,54.1,54.1,2438397.0,10454755251.0,85.5,https://api.nasdaq.com/api/quote/BMRN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BMRN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BMRN/overview,TRUE,0,,31.4,34.1,6.0,13.95,55.46,27.5,,,31.4,75.0,FAIL,implied_volatility_below_75.0
BRKR,BRUKER CORP,NASDAQ,Industrials,Biotechnology: Laboratory Analytical Instruments,44.98,44.98,1506458.0,7081293161.0,50.0,https://api.nasdaq.com/api/quote/BRKR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BRKR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BRKR/overview,TRUE,0,,46.19,57.47,4.0,16.16,82.44,39.21,,,46.19,75.0,FAIL,implied_volatility_below_75.0
BRUN,Boost Run Inc.,NASDAQ,Technology,EDP Services,25.52,25.52,1090788.0,1940200992.0,,https://api.nasdaq.com/api/quote/BRUN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BRUN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BRUN/overview,TRUE,2,,178.69,,60.0,63.4,192.05,155.53,,barchart_historical_volatility,178.69,75.0,PASS,
BRZE,"Braze, Inc.",NASDAQ,Technology,Computer Software: Prepackaged Software,23.41,23.41,3074675.0,2964170596.0,32.0,https://api.nasdaq.com/api/quote/BRZE/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BRZE/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BRZE/overview,TRUE,0,,93.58,71.4,94.0,87.62,101.18,39.8,,,93.58,75.0,PASS,
BSY,BENTLEY SYSTEMS INC,NASDAQ,Technology,Computer Software: Prepackaged Software,33.34,33.34,1898342.0,10073897710.0,45.0,https://api.nasdaq.com/api/quote/BSY/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BSY/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BSY/overview,TRUE,0,,46.26,40.57,84.0,64.92,57.89,24.74,,,46.26,75.0,FAIL,implied_volatility_below_75.0
BTDR,Bitdeer Technologies Group,NASDAQ,Finance,Finance: Consumer Services,14.92,14.92,7944834.0,3564545016.0,20.0,https://api.nasdaq.com/api/quote/BTDR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BTDR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BTDR/overview,TRUE,0,,104.8,96.04,45.0,31.85,177.29,70.91,,,104.8,75.0,PASS,
BTSG,"BrightSpring Health Services, Inc.",NASDAQ,Health Care,Medical/Nursing Services,57.99,57.99,1447542.0,11344226283.0,61.5,https://api.nasdaq.com/api/quote/BTSG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BTSG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BTSG/overview,TRUE,0,,46.06,39.02,22.0,15.96,75.03,40.56,,,46.06,75.0,FAIL,implied_volatility_below_75.0
BWIN,"Baldwin Insurance Group, Inc.",NASDAQ,Finance,Specialty Insurers,20.37,20.37,1357332.0,2802879508.0,26.0,https://api.nasdaq.com/api/quote/BWIN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BWIN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BWIN/overview,TRUE,0,,69.24,43.81,58.0,28.71,137.44,41.77,,,69.24,75.0,FAIL,implied_volatility_below_75.0
BZ,Kanzhun Ltd,NASDAQ,Technology,"Computer Software: Programming, Data Processing",13.8,13.8,6404352.0,6363578416.0,21.0,https://api.nasdaq.com/api/quote/BZ/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BZ/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BZ/overview,TRUE,0,,45.95,30.0,43.0,20.98,86.38,35.22,,,45.95,75.0,FAIL,implied_volatility_below_75.0
CAI,"Caris Life Sciences, Inc.",NASDAQ,Health Care,Medical Specialities,15.94,15.94,1809011.0,4395684807.0,28.0,https://api.nasdaq.com/api/quote/CAI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CAI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CAI/overview,TRUE,0,,76.82,90.01,29.0,29.34,132.24,53.81,,,76.82,75.0,PASS,
CARG,"CarGurus, Inc.",NASDAQ,Technology,EDP Services,27.6,27.6,1397214.0,2546883648.0,38.0,https://api.nasdaq.com/api/quote/CARG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CARG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CARG/overview,TRUE,0,,40.38,42.87,43.0,33.85,66.77,26.88,,,40.38,75.0,FAIL,implied_volatility_below_75.0
CART,Maplebear Inc.,NASDAQ,Consumer Discretionary,Business Services,40.09,40.09,3212778.0,9687928933.0,50.0,https://api.nasdaq.com/api/quote/CART/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CART/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CART/overview,TRUE,0,,43.55,50.4,41.0,35.22,72.12,28.01,,,43.55,75.0,FAIL,implied_volatility_below_75.0
CELH,"Celsius Holdings, Inc.",NASDAQ,Consumer Staples,Beverages (Production/Distribution),29.7,29.7,7638723.0,7699887643.0,66.0,https://api.nasdaq.com/api/quote/CELH/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CELH/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CELH/overview,TRUE,0,,56.91,48.52,51.0,40.67,83.36,38.78,,,56.91,75.0,FAIL,implied_volatility_below_75.0
CENX,CENTURY ALUMINUM CO,NASDAQ,Industrials,Aluminum,60.46,60.46,2037892.0,6438261757.0,77.0,https://api.nasdaq.com/api/quote/CENX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CENX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CENX/overview,TRUE,0,,74.41,57.77,57.0,60.68,90.45,49.66,,,74.41,75.0,FAIL,implied_volatility_below_75.0
CG,Carlyle Group Inc.,NASDAQ,Finance,Investment Managers,45.13,45.13,2306935.0,16353638219.0,63.0,https://api.nasdaq.com/api/quote/CG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CG/overview,TRUE,0,,43.34,37.9,65.0,42.0,58.18,32.6,,,43.34,75.0,FAIL,implied_volatility_below_75.0
CGNX,COGNEX CORP,NASDAQ,Industrials,Industrial Machinery/Components,64.27,64.27,2040456.0,10998661517.0,75.0,https://api.nasdaq.com/api/quote/CGNX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CGNX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CGNX/overview,TRUE,0,,44.37,41.47,44.0,32.19,69.99,32.21,,,44.37,75.0,FAIL,implied_volatility_below_75.0
CHYM,"Chime Financial, Inc.",NASDAQ,Finance,Finance: Consumer Services,18.12,18.12,2887200.0,6782140674.0,30.0,https://api.nasdaq.com/api/quote/CHYM/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CHYM/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CHYM/overview,TRUE,0,,63.06,64.67,21.0,14.46,127.94,52.09,,,63.06,75.0,FAIL,implied_volatility_below_75.0
CIFR,Cipher Digital Inc.,NASDAQ,Finance,Finance: Consumer Services,21.52,21.52,19436524.0,8986810858.0,28.0,https://api.nasdaq.com/api/quote/CIFR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CIFR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CIFR/overview,TRUE,0,,99.04,99.41,16.0,14.78,177.16,85.5,,,99.04,75.0,PASS,
CLBT,Cellebrite DI Ltd.,NASDAQ,Technology,Computer Software: Prepackaged Software,13.17,13.17,1440754.0,3287616788.0,20.5,https://api.nasdaq.com/api/quote/CLBT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CLBT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CLBT/overview,TRUE,0,,55.96,50.03,58.0,38.81,90.44,34.09,,,55.96,75.0,FAIL,implied_volatility_below_75.0
CLSK,"CLEANSPARK, INC.",NASDAQ,Finance,Finance: Consumer Services,15.76,15.76,21146824.0,4098039438.0,21.5,https://api.nasdaq.com/api/quote/CLSK/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CLSK/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CLSK/overview,TRUE,0,,87.63,70.0,34.0,31.71,137.89,64.29,,,87.63,75.0,PASS,
CMCSA,COMCAST CORP,NASDAQ,Telecommunications,Cable & Other Pay Television Services,25.08,25.08,26578102.0,90078170151.0,32.79,https://api.nasdaq.com/api/quote/CMCSA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CMCSA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CMCSA/overview,TRUE,0,,31.02,50.21,55.0,44.1,44.79,20.17,,,31.02,75.0,FAIL,implied_volatility_below_75.0
CMPS,COMPASS Pathways plc,NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,11.59,11.59,3871019.0,1593751469.0,18.0,https://api.nasdaq.com/api/quote/CMPS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CMPS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CMPS/overview,TRUE,0,,80.38,126.61,9.0,4.29,287.3,71.12,,,80.38,75.0,PASS,
COGT,"Cogent Biosciences, Inc.",NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,32.58,32.58,1966942.0,5582257691.0,55.0,https://api.nasdaq.com/api/quote/COGT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/COGT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/COGT/overview,TRUE,0,,70.42,30.28,13.0,5.61,370.26,52.58,,,70.42,75.0,FAIL,implied_volatility_below_75.0
COLB,"COLUMBIA BANKING SYSTEM, INC.",NASDAQ,Finance,Major Banks,29.62,29.62,1438202.0,8606548581.0,32.0,https://api.nasdaq.com/api/quote/COLB/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/COLB/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/COLB/overview,TRUE,0,,37.59,23.9,49.0,38.11,61.76,22.7,,,37.59,75.0,FAIL,implied_volatility_below_75.0
COO,"COOPER COMPANIES, INC.",NASDAQ,Health Care,Ophthalmic Goods,62.85,62.85,1536859.0,12204405595.0,95.0,https://api.nasdaq.com/api/quote/COO/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/COO/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/COO/overview,TRUE,0,,46.35,23.34,96.0,82.12,51.06,24.69,,,46.35,75.0,FAIL,implied_volatility_below_75.0
CORZ,"Core Scientific, Inc./tx",NASDAQ,Finance,Finance: Consumer Services,24.82,24.82,11584770.0,8029782476.0,28.5,https://api.nasdaq.com/api/quote/CORZ/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CORZ/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CORZ/overview,TRUE,0,,72.48,58.82,18.0,15.85,123.17,62.93,,,72.48,75.0,FAIL,implied_volatility_below_75.0
CPB,CAMPBELL'S Co,NASDAQ,Consumer Staples,Packaged Foods,20.05,20.05,6885310.0,6135854723.0,21.0,https://api.nasdaq.com/api/quote/CPB/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CPB/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CPB/overview,TRUE,0,,40.65,20.45,92.0,29.32,85.06,22.23,,,40.65,75.0,FAIL,implied_volatility_below_75.0
CPRT,COPART INC,NASDAQ,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,34.4,34.4,15033354.0,32550190431.0,47.0,https://api.nasdaq.com/api/quote/CPRT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CPRT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CPRT/overview,TRUE,0,,33.09,21.33,53.0,44.07,47.95,21.38,,,33.09,75.0,FAIL,implied_volatility_below_75.0
CPRX,"CATALYST PHARMACEUTICALS, INC.",NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,31.28,31.28,1993318.0,3825629810.0,32.0,https://api.nasdaq.com/api/quote/CPRX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CPRX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CPRX/overview,TRUE,0,,17.1,36.82,4.0,3.81,120.4,13.01,,,17.1,75.0,FAIL,implied_volatility_below_75.0
CRML,Critical Metals Corp.,NASDAQ,Basic Materials,Metal Mining,11.14,11.14,10149001.0,1385988853.0,20.0,https://api.nasdaq.com/api/quote/CRML/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CRML/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CRML/overview,TRUE,0,,110.97,157.02,5.0,9.35,326.89,88.7,,,110.97,75.0,PASS,
